,instance,hate_count,url_count,mentions_count,hashtag_count,hate_avg,url_avg,mentions_avg,hashtag_avg,users,posts,nsfw,media_removal,fed_time_rem,reject,quaran_inst,accept,avatar,banner,followers_only,report,reject_deletes,hate_perc,url_perc,mentions_perc,hash_perc,followers_count,following_count,reblogs_count,replies_count,active_halfyear,active_month,hash_ftr,hash_rej,hash_sen,users_tr,posts_tr,hate_tr,url_tr,blocked
518,pleroma.nuclearlimes.co.uk,38054.0,868.0,24933.0,2304.0,1.4872396138664166,0.0339234767655449,0.9744782302821856,0.0900492456812319,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2199554461249853,0.0156524797748856,0.2070973541251416,0.034412006096846,224,359,2,0,0.0,0.0,0.0,0.0,1.0,1.3830875542684884,1.2009369551760027,5.799626856713511,3.0885404069746727,0
519,pleroma.nvk.pm,108607.0,12994.0,53920.0,27786.0,1.836998071783769,0.219782821961368,0.9120278750359432,0.4699852844167047,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2808683738709786,0.0959710429281824,0.2970383275261324,0.0796996042082473,19475,6516,10,14,0.0,0.0,0.0,0.0,1.0,1.122462048309373,1.122462048309373,6.907320953282474,4.848683211198149,0
520,pleroma.oleg.kim,11521.0,712.0,7692.0,1342.0,1.2949308755760371,0.0800269753849612,0.8646582733812951,0.1508543165467626,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2261436439249185,0.0376531415083736,0.3635495110711476,0.0392267056311116,449597,450,1,109,0.0,0.0,0.0,0.0,0.0,1.3076604860118306,1.7425811234704864,4.752422347758962,2.9882252577690784,0
521,pleroma.oook.fr,722168.0,113235.0,386135.0,274964.0,1.586781362952221,0.2488052470254771,0.8484357765307153,0.6041651102800617,2.0,1342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2805049273260605,0.0539544950177427,0.2296848049394109,0.1916537578414247,390766,11870,9,33,0.0,0.0,0.0,0.0,0.0,1.122462048309373,3.3211774918041383,9.471956758742564,6.955528173468516,0
522,pleroma.openshell.no,1803.0,43.0,1.0,2.0,22.5375,0.5375,0.0125,0.025,17.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.1125,0.00625,0.0125,1,0,1,2,0.0,0.0,0.0,0.0,0.0,1.6035216215125492,1.721190305691782,3.488718710700378,1.8717366429032487,0
523,pleroma.otter.sh,392779.0,26204.0,159784.0,36570.0,1.5251539602537918,0.1017496718879837,0.6204408755382805,0.1420012192612209,5.0,45874.0,17.0,1.0,23.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2440532123913736,0.0462327304355929,0.2426087429232645,0.0325374513656449,482279,27671,192,27,0.0,0.0,0.0,0.0,1.0,1.3076604860118306,5.9831207584079085,8.557719421646045,5.449976108888138,0
524,pleroma.p4g.club,111037.0,36518.0,56103.0,39001.0,1.4360523014446271,0.472290839487332,0.7255949301603725,0.5044102431453699,3.0,908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244383802589206,0.1422123355880032,0.2393140285304121,0.105359475433582,418193,7408,25,8,0.0,0.0,0.0,0.0,1.0,1.2009369551760027,3.111818856117593,6.932841742587889,5.759938291962431,0
525,pleroma.panoptikum.io,5012.0,746.0,1871.0,1578.0,1.773531493276716,0.2639773531493277,0.6623008849557522,0.5585840707964602,8.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967091295116773,0.1201344656758669,0.2510615711252654,0.1073956121726822,369752,11863,2,1,0.0,0.0,0.0,0.0,1.0,1.414213562373095,2.4716623443119423,4.136837964564579,3.0115481036729363,0
526,pleroma.paritybit.ca,4875.0,261.0,3857.0,233.0,1.2172284644194755,0.0651685393258427,0.9632867132867132,0.0581918081918081,3.0,13087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2056179775280898,0.030461922596754,0.3399500624219725,0.0164794007490636,29069,21493,4,16,0.0,0.0,0.0,0.0,0.0,1.2009369551760027,4.854449829881308,4.117773332162764,2.527978743660497,0
527,pleroma.pbb.lc,16736.0,1121.0,8233.0,1679.0,1.5708654026656654,0.1052186972029284,0.7728339434900967,0.157608185487656,2.0,485.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2591514923972217,0.047071522432889,0.2727614041674489,0.0446311244602966,6203,1112,5,74,0.0,0.0,0.0,0.0,1.0,1.122462048309373,2.803003390623706,5.057570490666979,3.2230541501167536,0
528,pleroma.popolon.org,28301.0,10463.0,11242.0,22241.0,1.2621415510859386,0.4666190964634527,0.5013825706895014,0.991927571135492,3.0,3732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2503233287249699,0.1719662846184721,0.1936404584578334,0.1496231547964144,431988,7488,21,82,0.0,0.0,0.0,0.0,1.0,1.2009369551760027,3.938434307024149,5.52035444778443,4.676734378044062,0
529,pleroma.poslovitch.fr,37447.0,10972.0,20617.0,25300.0,1.2871923552866769,0.3771483569366149,0.7087071602901239,0.8696847822350555,2.0,681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2380895091434071,0.1535989275402172,0.2680805719785508,0.1391447820706723,581197,2242,35,1,0.0,0.0,0.0,0.0,0.0,1.122462048309373,2.966136856302984,5.784105047830304,4.713906526214551,0
530,pleroma.pt,449.0,75.0,246.0,29.0,1.6753731343283582,0.2798507462686567,0.9213483146067416,0.1086142322097378,450.0,24949.0,8.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2444029850746269,0.0690298507462686,0.2891791044776119,0.0373134328358208,454433,449,2,3,0.0,0.0,0.0,0.0,0.0,2.768229456518287,5.405578648535835,2.767203235733737,2.0535733068261157,0
531,pleroma.reformed.social,636.0,50.0,253.0,23.0,1.6476683937823835,0.1295336787564766,0.6571428571428571,0.0597402597402597,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2707253886010363,0.0621761658031088,0.233160621761658,0.0181347150259067,28,33,2,5,0.0,0.0,0.0,0.0,0.0,1.2599210498948732,1.6035216215125492,2.932532626231819,1.9193831036664843,0
532,pleroma.robertoszek.xyz,131954.0,6638.0,88751.0,6922.0,1.2781781549072029,0.0642992754465496,0.8596987455804718,0.0670509032789267,4.0,4064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2236380719903909,0.0299459490875276,0.2968295943275602,0.0189904684412414,17603,12623,12,25,0.0,0.0,0.0,0.0,0.0,1.2599210498948732,3.9947746310613823,7.135160718175343,4.335170752427149,0
533,pleroma.runfox.tk,92615.0,5907.0,85446.0,5716.0,1.6467230895060632,0.1050282706873866,1.519283085293647,0.1016340392240536,3.0,3701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2523736709220867,0.047002240318623,0.329762455104726,0.0269638348565129,18710,5770,6,98,0.0,0.0,0.0,0.0,1.0,1.2009369551760027,3.932962880316732,6.726361772849836,4.251685791948717,0
534,pleroma.ryusei.dev,8462.0,11275.0,14032.0,7789.0,0.0666467141326948,0.0888019028416609,0.1105169059676924,0.0613466491293013,3.0,1718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181974985823199,0.0420145233444647,0.0536158717157079,0.0230963707390838,523505,9575,47,9,0.0,0.0,0.0,0.0,0.0,1.2009369551760027,3.4607523827444737,4.514179631363802,4.735357351735596,0
535,pleroma.salastil.com,59987.0,2847.0,36963.0,5406.0,1.7965558550464211,0.0852650494159928,1.1070412411273174,0.1619096109497139,24.0,51658.0,5.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2326894279724468,0.0396226415094339,0.3118298891883797,0.0303533992213237,454678,28168,4,47,0.0,0.0,0.0,0.0,1.0,1.6983813295649528,6.102712789257572,6.2566643511583,3.764707546012793,0
536,pleroma.samuelgharvey.com,8675.0,864.0,4002.0,1718.0,1.8140945211208697,0.1806775407779172,0.8370633758627902,0.3593390504078645,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2686114596403178,0.0793601003764115,0.3065662902551234,0.0841698034295274,469575,646,1,1,0.0,0.0,0.0,0.0,1.0,1.122462048309373,1.2599210498948732,4.532922012719802,3.0861636884341044,0
537,pleroma.sembei.net,3218.0,5365.0,3785.0,8944.0,0.1196638405473746,0.1995017105458872,0.1407534119222044,0.3326019857945037,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301948534880261,0.0982076453964004,0.0634203480589022,0.0883905994347761,1652,1644,2,0,0.0,0.0,0.0,0.0,1.0,1.0,1.7998921637913432,3.842356644742872,4.184031585476264,0
538,pleroma.shakalaka.club,9225.0,2088.0,4117.0,9867.0,1.7805442964678633,0.4030110017371164,0.7947876447876447,1.904826254826255,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2771665701602007,0.1874155568423084,0.3014861995753715,0.1944605288554333,309464,2780,2,13,0.0,0.0,0.0,0.0,1.0,1.0,1.4422495703074083,4.5796019238167895,3.575101824675573,0
539,pleroma.shunderdo.me,3204.0,340.0,1732.0,348.0,1.5892857142857142,0.1686507936507936,0.8595533498759306,0.1727047146401985,1.0,3314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2475198412698413,0.0580357142857142,0.2767857142857143,0.0481150793650793,16359,11921,2,35,0.0,0.0,0.0,0.0,0.0,1.0,3.861227737694322,3.839565534077941,2.641880399811636,0
540,pleroma.skeptikon.fr,4594.0,1806.0,3565.0,1647.0,1.0419596280335677,0.4096166931276933,0.8087568058076225,0.3736388384754991,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2186436833749149,0.1408482649126786,0.2697890678158312,0.0934452256747561,10866,347,2,0,0.0,0.0,0.0,0.0,1.0,1.414213562373095,1.3076604860118306,4.0772295688968745,3.489685516711751,0
541,pleroma.skyshanty.xyz,182275.0,3503.0,51808.0,4783.0,4.505512161360491,0.0865878979632193,1.2806328018786306,0.1182301322457051,7.0,13062.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2178292465888867,0.0399446312042713,0.3097686375321337,0.0365458770021752,19699,6586,17,2,0.0,0.0,0.0,0.0,1.0,1.3830875542684884,4.85290302826148,7.529876463587165,3.897086296810688,0
542,pleroma.soykaf.com,88851.0,8369.0,101988.0,10849.0,1.295015303891561,0.1219793033085556,1.4865105161130463,0.1581279423982276,450.0,270459.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2086139046786183,0.0506048680950298,0.2535709080308993,0.0358256813875528,382189,27442,13,49,0.0,0.0,0.0,0.0,0.0,2.768229456518287,8.041743925037572,6.680009088315591,4.505872804904652,1
543,pleroma.stream,16693.0,1527.0,6473.0,2286.0,1.955599812558576,0.1788894095595126,0.758406561218512,0.2678383128295255,1.0,737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2860238987816308,0.0796040299906279,0.2953373945641986,0.0651358950328022,37052,25765,6,39,0.0,0.0,0.0,0.0,0.0,1.0,3.0054620463883444,5.055402422679857,3.39343738046285,0
544,pleroma.strizhakov.dev,3948.0,290.0,4144.0,463.0,1.057311194429566,0.077664702731655,1.110099115992499,0.1240289311545673,18.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198580610605249,0.0337439742903053,0.3346277450455276,0.0334761649705409,422572,16556,7,34,0.0,0.0,0.0,0.0,1.0,1.6188704068605666,2.532798582594292,3.9755405783986153,2.5727623186035333,0
545,pleroma.subsonics.nl,89780.0,5087.0,65232.0,20269.0,1.771192960997455,0.1003570794452445,1.286931818181818,0.3998776830808081,8.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2547988715500404,0.048107084377281,0.2072441752648504,0.146136242577285,2790,1157,3,28,0.0,0.0,0.0,0.0,1.0,1.414213562373095,1.994757430841252,6.691599399413303,4.147091551037726,0
546,pleroma.swab.dev,21352.0,1757.0,12155.0,2727.0,1.789623669432571,0.1472634313972005,1.0188600167644593,0.2285834031852473,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2714776632302405,0.0639091442460816,0.3121699773698768,0.0473556281954572,17144,1338,3,26,0.0,0.0,0.0,0.0,0.0,1.2009369551760027,1.8086089434116457,5.267118551037627,3.4737238750316672,0
547,pleroma.takeko.cyou,39698.0,4156.0,29114.0,4606.0,1.1120822478079389,0.1164243493851024,0.8156095921111609,0.129034065441506,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1664705717567302,0.0546404459758523,0.223506176989663,0.034918900747962,190,191,5,0,0.0,0.0,0.0,0.0,1.0,1.2009369551760027,1.2599210498948732,5.840653441578481,4.009706548450588,0
548,pleroma.test.wlw.pw,4913.0,7161.0,7076.0,10658.0,0.0958428434872515,0.1396968455551003,0.138041357783847,0.207920405774483,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0230487114960691,0.0669612375880298,0.0662199332826125,0.0555783148982657,0,0,0,10,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.123105625617661,4.390314300485041,0
549,pleroma.tetsumaki.net,9293.0,1477.0,7391.0,2892.0,1.0266239505081751,0.1631683605832965,0.8165948513976357,0.3195227046735167,1.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1929407865665046,0.0693216968625718,0.3174988952717632,0.078269995581087,388280,11806,22,14,0.0,0.0,0.0,0.0,0.0,1.0,2.678167451838812,4.585210970872171,3.37466045640986,0
550,pleroma.tfnux.org,2338.0,721.0,1604.0,1230.0,1.0517318938371572,0.3243364822312191,0.7218721872187218,0.5535553555355536,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2168241115609537,0.1324786324786324,0.2750787224471435,0.1302294197031039,450736,2638,7,12,0.0,0.0,0.0,0.0,0.0,1.2009369551760027,1.8415242173303523,3.643125099048039,2.9944877729577586,0
551,pleroma.thrrgilag.space,16686.0,1346.0,7785.0,2521.0,1.8206219312602288,0.1468630660120022,0.8495198603230031,0.2750982103884766,1.0,495.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2772504091653028,0.0639934533551554,0.3020731042007638,0.0640480087288598,389113,11781,5,38,0.0,0.0,0.0,0.0,0.0,1.0,2.8125539805424538,5.055049041006478,3.3228253111421706,0
552,pleroma.tigerden.xyz,96.0,24.0,66.0,6.0,1.2,0.3,0.825,0.075,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.14375,0.36875,0.0375,3384,159,1,16,0.0,0.0,0.0,0.0,0.0,1.0,1.2599210498948732,2.1398263878673256,1.6983813295649528,0
553,pleroma.tilde.zone,57418.0,6138.0,23594.0,8009.0,1.7658383565014146,0.1887686062246278,0.7256343226203291,0.2463170844225742,103.0,3693.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2658844876368557,0.0831283060647066,0.2625015377045147,0.0511748062492311,461306,7443,11,42,0.0,0.0,0.0,0.0,1.0,2.1650746286568503,3.9315447015113216,6.2111880310744745,4.278955934066215,0
554,pleroma.unigiri.net,2835.0,2377.0,1839.0,1670.0,0.1803091013165426,0.151179800292565,0.116969851163974,0.1062205826230759,1.0,1132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0394008776950963,0.0722190421675252,0.0546333396934427,0.0347261972905934,418730,2907,6,87,0.0,0.0,0.0,0.0,0.0,1.0,3.2283038531985264,3.762058205417561,3.65318386040986,0
555,pleroma.voppe.it,1107.0,26.0,871.0,87.0,1.17515923566879,0.0276008492569002,0.9256110520722636,0.0924548352816153,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2059447983014862,0.012208067940552,0.328556263269639,0.0185774946921443,265,103,1,24,0.0,0.0,0.0,0.0,0.0,1.122462048309373,1.414213562373095,3.2163102650627766,1.721190305691782,0
556,pleroma.vorona.ca,2172.0,303.0,423.0,715.0,2.078468899521531,0.2899521531100478,0.4051724137931034,0.6848659003831418,1.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2971291866028708,0.1291866028708134,0.1818181818181818,0.1100478468899521,3122,7423,2,19,0.0,0.0,0.0,0.0,0.0,1.0,2.172025317604869,3.5986806068055097,2.591634611890264,0
557,pleroma.wafflec.one,13269.0,932.0,3385.0,787.0,2.0817383118920616,0.1462190147474113,0.5311470265181233,0.1234897222658088,6.0,1542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2916535927204267,0.064245371823031,0.2251333542516472,0.0345152180734232,16538,11996,2,76,0.0,0.0,0.0,0.0,0.0,1.3480061545972777,3.3989705023820163,4.865636929144539,3.125378728966285,0
558,pleroma.wakuwakup.net,7694.0,16084.0,9355.0,35292.0,0.0897385056800951,0.187594765448226,0.109112751787443,0.4116309178067812,2.0,12385.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222946651426438,0.0888870745760339,0.0484849191723623,0.123434183209312,482279,9939,9,14,0.0,0.0,0.0,0.0,0.0,1.122462048309373,4.810047168067251,4.4431607947756655,5.024185634386369,0
559,pleroma.what.re,8692.0,1620.0,4089.0,3503.0,1.8283550694152293,0.340765671013883,0.8602987586787292,0.7370082053439933,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3166806899453092,0.1528186790071518,0.2971182162389567,0.1294699200673117,13941,11291,3,20,0.0,0.0,0.0,0.0,0.0,1.0,1.5524632891554089,4.534401298569952,3.427039965262528,0
560,pleroma.wolfie.pw,94927.0,4824.0,98367.0,3980.0,1.3464249748237664,0.0684226203140292,1.3952370145527786,0.0564522992255538,6.0,6269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2098279505836631,0.0316156759286838,0.3163907918811965,0.01924740791172,306214,10644,7,5,0.0,0.0,0.0,0.0,1.0,1.3480061545972777,4.294042893362708,6.754060698879371,4.110562127078059,0
561,pleroma.xdavidwu.link,945.0,240.0,287.0,541.0,1.9524793388429755,0.4958677685950413,0.5929752066115702,1.1177685950413223,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2995867768595041,0.2386363636363636,0.2386363636363636,0.1900826446280992,11092,78,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.132602581012435,2.492882871678434,0
562,pleroma.xmanifesto.club,9107.0,748.0,8083.0,620.0,1.5339397001852788,0.1259895570153276,1.3616913746630728,0.1044474393530997,4.0,2973.0,0.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2354724608388075,0.0592892033013306,0.3182583796530234,0.0340239178036045,2763,3299,3,18,0.0,0.0,0.0,0.0,1.0,1.2599210498948732,3.791978080180748,4.569786279907444,3.0128922455399647,1
563,pleroma.xn--t8jzbl7g.jp,1782.0,2359.0,1440.0,1217.0,0.1059327071691832,0.1402330281773867,0.0856072766185125,0.0723500386421734,2.0,8865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0268398525740102,0.0663714183806919,0.0404529782427773,0.0257401022470574,4890,9377,6,5,0.0,0.0,0.0,0.0,1.0,1.122462048309373,4.549319689919067,3.4819132760404257,3.648558579610506,0
564,pleroma.xundeenergie.at,6130.0,463.0,2946.0,1129.0,2.1225761772853184,0.1603185595567867,1.020436439210253,0.3910633875995844,6.0,8.0,0.0,1.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3079986149584488,0.0751385041551246,0.417590027700831,0.0640581717451523,5902,82,1,78,0.0,0.0,0.0,0.0,0.0,1.3480061545972777,1.414213562373095,4.278025928301451,2.781400308601907,0
565,pleroma.yujinakao.com,36.0,40.0,10.0,28.0,0.1125,0.125,0.03125,0.0875,1.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021875,0.0609375,0.0140625,0.0203125,251,0,0,3,0.0,0.0,0.0,0.0,1.0,1.0,2.981189058953174,1.81712059283214,1.849311194297324,0
566,pleroma.zenwillow.website,8099.0,930.0,5116.0,1312.0,0.9995063556707392,0.1147723065531284,0.6314490249321155,0.1619353246112071,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1712328767123287,0.0550413427125755,0.2695298037763791,0.0426385289398988,470779,1526,2,101,0.0,0.0,0.0,0.0,0.0,1.122462048309373,1.7099759466766968,4.481312531839286,3.1242599246357647,0
567,plr.ph3j.com,2709.0,2578.0,3460.0,4093.0,0.1027070063694267,0.0977403700333636,0.1311848341232227,0.1551848341232227,3.0,1521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0258189262966333,0.0455717318774643,0.0622535638459205,0.0526425538368213,369675,9153,9,6,0.0,0.0,0.0,0.0,1.0,1.2009369551760027,3.3912114430141664,3.733660577009114,3.702944067786381,0
568,plrm.moe.hm,857.0,289.0,755.0,197.0,0.2819078947368421,0.0950657894736842,0.2484369858506087,0.0648239552484369,35.0,1173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555921052631578,0.0435855263157894,0.1134868421052631,0.0203947368421052,523504,3833,2,85,0.0,0.0,0.0,0.0,0.0,1.8086089434116457,3.2475038056813226,3.081982277117948,2.571281590658235,0
569,plrm.polyohm.net,188.0,220.0,317.0,162.0,0.0568835098335854,0.0665658093797276,0.0959443099273607,0.0490314769975786,2.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149773071104387,0.0314674735249621,0.0465960665658093,0.0196671709531013,7225,9497,3,11,0.0,0.0,0.0,0.0,0.0,1.122462048309373,2.595893699827736,2.393460740430567,2.456992213418204,0
570,plz.7td.org,1932.0,116.0,1603.0,179.0,0.8907330567081605,0.053480866758875,0.7393911439114391,0.0825645756457564,14.0,157.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1378515444905486,0.0230520977408944,0.2485016136468419,0.024435223605348,383967,4285,2,22,0.0,0.0,0.0,0.0,1.0,1.5524632891554089,2.322647349924132,3.529131602753728,2.2083928457304225,0
571,poa.st,78400.0,19530.0,60809.0,20126.0,1.724327534255614,0.4295423054083181,1.3374609598381209,0.4426604495667092,9756.0,1135476.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2316845184419469,0.0973453273802978,0.279026546726197,0.0958827281324917,454417,6027,51,49,0.0,0.0,0.0,0.0,1.0,4.622518223210546,10.21401112456417,6.542132620377179,5.189398722128068,1
572,ponyworld.net,4300.0,302.0,3549.0,371.0,1.57856093979442,0.1108663729809104,1.3033419023136248,0.1362467866323907,4.0,26.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2145741556534508,0.0420337738619676,0.3116740088105727,0.0295521292217327,2655,241,2,1,0.0,0.0,0.0,0.0,1.0,1.2599210498948732,1.721190305691782,4.03253435407458,2.590207106020881,0
573,posting.lolicon.rocks,177056.0,2996.0,60766.0,2877.0,5.067284851606995,0.085744540797344,1.7391528334287352,0.0823411562678878,36.0,41779.0,2.0,4.0,30.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221358862081795,0.0406542457285137,0.3304713660170001,0.0154260038350362,19722,10262,18,2,0.0,0.0,0.0,0.0,0.0,1.81712059283214,5.890601904276184,7.49350684042006,3.7968517029222544,1
574,posts.mossymaker.com,43934.0,4327.0,28498.0,3924.0,1.4892881355932204,0.1466779661016949,0.966066646326994,0.1330214583545205,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2540338983050848,0.0674745762711864,0.3740338983050848,0.0442542372881356,6537,712,2,49,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.940187099608134,4.036743449401092,0
575,pouque.net,115776.0,13751.0,99436.0,16005.0,1.5836080373141477,0.1880890177679902,1.3601247469497182,0.2189226897193193,11.0,2079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2378229766513015,0.0805646363648798,0.2812923169514013,0.0519771847515353,417938,13635,2,31,0.0,0.0,0.0,0.0,0.0,1.4913014754131089,3.572528879567668,6.981301970646173,4.894658317942072,0
576,pr.shc.kanagawa.jp,141.0,97.0,62.0,140.0,0.2535971223021582,0.1744604316546762,0.1115107913669064,0.2517985611510791,8.0,133.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0197841726618705,0.0854316546762589,0.0548561151079136,0.0611510791366906,0,0,1,0,0.0,0.0,0.0,0.0,1.0,1.414213562373095,2.2593071331719075,2.281409183683234,2.143525342095829,0
577,pub.javiljoen.net,83.0,12.0,32.0,25.0,2.075,0.3,0.8,0.625,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325,0.15,0.3125,0.075,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.7099759466766968,2.0885570788117898,1.5130857494229015,0
578,pub.satoshifi.org,1124.0,343.0,390.0,285.0,1.2419889502762431,0.3790055248618784,0.4314159292035398,0.3152654867256637,21.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2281767955801105,0.1690607734806629,0.1535911602209944,0.0856353591160221,10605,1285,2,0,0.0,0.0,0.0,0.0,1.0,1.661000956165023,1.833569035187648,3.2244901296292143,2.6457513110645903,0
579,pub.waffle.tech,1433.0,115.0,667.0,53.0,1.6321184510250568,0.1309794988610478,0.7596810933940774,0.0603644646924829,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608200455580866,0.0632118451025057,0.2892938496583143,0.0159453302961275,448843,725,2,25,0.0,0.0,0.0,0.0,0.0,1.2009369551760027,1.6335243030704945,3.3576933591447107,2.2052084099001346,0
580,pyrosome.social,23434.0,17490.0,6749.0,14506.0,2.090454950936664,1.56021409455843,0.6021054509768936,1.294138638593987,21.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3173059768064229,0.331757359500446,0.1900981266726137,0.2711864406779661,556,610,2,8,0.0,0.0,0.0,0.0,0.0,1.661000956165023,2.836653484825644,5.349432816629973,5.094852729425,0
